run_id,timestamp,model,epochs,num_channels,sampling_rate_hz,train_fraction,input_type,final_train_loss,final_val_loss,final_val_cer,test_cer,training_time_sec,notes
RNN_32ch_2000hz_95pct_20260309_010518,2026-03-09 02:44:58,RNN,150,32,2000,0.9473814229249012,spectrogram,0.376639677832524,0.654762327671051,18.76384581302614,18.240760752107196,5959.890634899959,
