run_id,timestamp,model,epochs,num_channels,sampling_rate_hz,train_fraction,input_type,final_train_loss,final_val_loss,final_val_cer,test_cer,training_time_sec,notes
RNN_32ch_2000hz_95pct_20260307_180055,3/7/2026 18:00,RNN,140,32,2000,0.947381423,spectrogram,nan,nan,17.85556048,17.98141344,0,test_only
